rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,rssi_33,rssi_34,rssi_35,rssi_36,rssi_37,rssi_38,rssi_39,rssi_40,rssi_41,rssi_42,rssi_43,rssi_44,rssi_45,rssi_46,rssi_47,rssi_48,rssi_49,rssi_50,rssi_51,rssi_52,rssi_53,rssi_54,rssi_55,rssi_56,rssi_57,rssi_58,rssi_59,rssi_60,rssi_61,rssi_62,rssi_63,rssi_64,rssi_65,rssi_66,rssi_67,rssi_68,rssi_69,rssi_70,rssi_71,rssi_72,rssi_73,rssi_74,rssi_75,rssi_76,rssi_77,rssi_78,rssi_79,rssi_80,rssi_81,rssi_82,rssi_83,rssi_84,rssi_85,rssi_86,rssi_87,rssi_88,rssi_89,rssi_90,rssi_91,rssi_92,rssi_93,rssi_94,rssi_95,rssi_96,rssi_97,rssi_98,rssi_99,x,y,floor
-43,-43,-43,-43,-44,-44,-45,-49,-50,-50,-50,-52,-53,-53,-54,-55,-55,-55,-56,-56,-56,-56,-57,-57,-57,-57,-57,-58,-60,-61,-61,-61,-61,-62,-63,-63,-63,-63,-64,-64,-64,-64,-64,-64,-65,-65,-65,-66,-66,-66,-66,-67,-67,-68,-68,-68,-68,-68,-68,-69,-69,-69,-70,-70,-71,-71,-71,-72,-72,-73,-73,-73,-73,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-76,-76,-76,-76,-77,-77,-78,-78,-78,-79,-79,-79,-79,-79,-79,-80,170.2099,69.842064,4
-45,-46,-46,-47,-47,-49,-50,-50,-50,-51,-52,-53,-53,-53,-53,-54,-55,-55,-56,-56,-57,-57,-57,-57,-58,-58,-58,-58,-58,-59,-59,-59,-60,-60,-60,-61,-62,-63,-63,-63,-63,-64,-65,-65,-65,-66,-66,-66,-66,-66,-66,-66,-66,-67,-67,-67,-67,-68,-68,-68,-68,-68,-69,-69,-69,-69,-70,-70,-71,-71,-71,-71,-71,-72,-72,-74,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-76,-77,-77,170.2099,69.842064,4
-43,-44,-44,-45,-46,-49,-50,-51,-53,-53,-53,-53,-53,-54,-54,-54,-55,-55,-55,-56,-56,-56,-56,-56,-56,-57,-57,-57,-57,-58,-58,-59,-59,-60,-61,-62,-62,-62,-63,-63,-63,-63,-64,-65,-65,-65,-65,-66,-66,-66,-66,-67,-67,-67,-67,-68,-68,-68,-69,-69,-69,-69,-70,-70,-70,-71,-71,-71,-71,-71,-71,-71,-72,-72,-73,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-76,-76,-77,-77,-78,-78,170.2099,69.842064,4
-43,-44,-44,-45,-49,-53,-53,-53,-53,-54,-55,-55,-55,-55,-55,-56,-56,-56,-56,-56,-56,-56,-57,-57,-58,-58,-58,-58,-59,-60,-60,-61,-61,-61,-62,-62,-62,-63,-63,-63,-64,-64,-65,-65,-65,-65,-65,-65,-65,-66,-66,-66,-66,-66,-66,-67,-67,-67,-67,-68,-68,-69,-69,-69,-70,-70,-71,-71,-71,-71,-71,-71,-72,-73,-73,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-77,-78,-78,170.2099,69.842064,4
-43,-44,-44,-45,-49,-49,-49,-53,-53,-53,-53,-54,-54,-55,-55,-55,-55,-56,-56,-56,-57,-57,-58,-58,-58,-59,-59,-59,-60,-60,-60,-61,-61,-61,-62,-62,-63,-63,-63,-65,-65,-65,-65,-66,-66,-66,-66,-66,-66,-67,-67,-67,-67,-67,-67,-68,-68,-68,-68,-68,-68,-68,-69,-69,-69,-69,-70,-70,-71,-71,-71,-71,-72,-72,-73,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,170.2099,69.842064,4
-43,-44,-44,-45,-48,-49,-49,-51,-53,-53,-53,-53,-54,-55,-55,-55,-55,-56,-56,-57,-57,-57,-58,-58,-59,-59,-60,-61,-62,-62,-63,-63,-63,-63,-63,-64,-65,-65,-65,-65,-65,-65,-65,-66,-66,-66,-66,-66,-66,-66,-66,-67,-67,-68,-68,-68,-68,-68,-68,-69,-69,-69,-70,-70,-70,-70,-70,-71,-71,-71,-71,-71,-71,-71,-71,-72,-72,-72,-72,-73,-73,-73,-73,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,165.91063,49.233433,4
-43,-44,-44,-45,-46,-46,-48,-49,-53,-53,-53,-53,-54,-54,-55,-55,-55,-55,-56,-56,-56,-57,-57,-57,-58,-59,-59,-59,-60,-60,-61,-62,-62,-62,-62,-63,-63,-63,-63,-63,-64,-64,-65,-65,-65,-65,-65,-66,-66,-66,-66,-66,-66,-66,-66,-67,-68,-68,-68,-68,-68,-69,-69,-69,-70,-70,-70,-71,-71,-71,-71,-71,-71,-72,-72,-72,-73,-73,-73,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-77,-77,-77,-77,165.91063,49.233433,4
-43,-44,-44,-45,-45,-47,-48,-48,-49,-51,-51,-52,-53,-53,-53,-53,-54,-54,-54,-55,-55,-56,-56,-57,-57,-57,-58,-59,-59,-59,-62,-62,-62,-63,-63,-63,-64,-64,-64,-64,-65,-65,-65,-65,-65,-66,-66,-66,-66,-66,-66,-67,-67,-67,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-69,-69,-69,-70,-70,-70,-71,-71,-71,-72,-72,-72,-73,-73,-73,-73,-73,-74,-74,-74,-74,-74,-74,-74,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-76,-76,165.91063,49.233433,4
-43,-43,-44,-44,-45,-46,-47,-48,-48,-50,-51,-52,-53,-53,-54,-55,-55,-55,-55,-56,-56,-57,-57,-58,-58,-59,-59,-59,-59,-61,-61,-62,-62,-62,-63,-63,-63,-63,-63,-63,-63,-63,-64,-64,-64,-64,-64,-65,-65,-65,-66,-66,-66,-66,-66,-66,-67,-68,-68,-68,-68,-68,-69,-69,-70,-70,-70,-70,-71,-71,-72,-72,-72,-73,-73,-73,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-77,-77,-77,-77,-78,-78,165.91063,49.233433,4
-43,-43,-44,-45,-45,-46,-48,-49,-49,-50,-52,-53,-53,-53,-54,-54,-55,-55,-56,-57,-58,-58,-58,-59,-59,-59,-59,-59,-60,-60,-60,-60,-60,-61,-61,-61,-61,-62,-62,-62,-62,-62,-63,-63,-63,-64,-65,-65,-65,-66,-66,-66,-66,-66,-67,-67,-68,-68,-68,-68,-68,-68,-69,-69,-69,-69,-70,-70,-70,-71,-71,-71,-71,-71,-71,-72,-72,-72,-72,-73,-73,-73,-73,-74,-74,-74,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-76,165.91063,49.233433,4
-43,-43,-44,-44,-45,-48,-49,-49,-50,-51,-53,-53,-54,-55,-55,-55,-56,-57,-58,-58,-58,-59,-59,-59,-59,-60,-60,-61,-61,-62,-62,-62,-62,-63,-63,-63,-63,-63,-63,-63,-64,-64,-64,-65,-65,-65,-65,-66,-66,-66,-66,-66,-67,-67,-67,-68,-68,-68,-68,-68,-68,-68,-69,-69,-69,-69,-69,-70,-70,-70,-70,-70,-70,-70,-71,-71,-71,-72,-72,-72,-72,-73,-73,-73,-74,-74,-74,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,165.91063,49.233433,4
-43,-49,-50,-50,-50,-50,-51,-51,-55,-56,-56,-57,-58,-58,-59,-59,-59,-61,-61,-61,-61,-61,-61,-62,-62,-62,-63,-64,-64,-65,-65,-65,-65,-66,-66,-66,-67,-67,-67,-67,-67,-68,-68,-68,-68,-68,-68,-69,-69,-69,-69,-69,-69,-69,-69,-70,-70,-70,-70,-70,-70,-71,-71,-71,-71,-72,-72,-72,-72,-72,-72,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-76,-76,-76,-76,-76,167.28722,47.034103,4
-43,-49,-53,-55,-55,-56,-56,-56,-56,-56,-57,-57,-57,-58,-58,-58,-59,-59,-59,-60,-60,-61,-61,-61,-61,-62,-62,-63,-64,-65,-65,-65,-65,-65,-66,-66,-66,-67,-67,-67,-68,-68,-68,-68,-68,-68,-69,-69,-69,-69,-69,-70,-70,-70,-70,-70,-70,-70,-70,-70,-71,-71,-71,-71,-71,-71,-71,-71,-71,-72,-72,-72,-72,-72,-72,-72,-72,-72,-73,-73,-73,-73,-73,-74,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,174.98906,48.025883,4
-43,-49,-51,-51,-51,-51,-51,-54,-55,-56,-56,-57,-57,-57,-57,-58,-58,-59,-59,-59,-59,-59,-61,-61,-61,-62,-63,-63,-64,-65,-65,-65,-65,-65,-66,-66,-67,-67,-68,-68,-68,-68,-68,-68,-68,-68,-68,-69,-69,-69,-69,-69,-70,-70,-70,-70,-70,-70,-70,-70,-70,-71,-71,-71,-71,-71,-71,-71,-71,-71,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-73,-73,-73,-73,-73,-73,-74,-74,-74,-74,-75,-75,-76,-76,-76,-76,-76,-76,-76,-77,174.98906,48.025883,4
-46,-47,-55,-55,-58,-58,-59,-59,-59,-60,-60,-60,-60,-60,-60,-60,-60,-61,-61,-61,-61,-61,-61,-63,-63,-64,-65,-65,-65,-65,-66,-66,-66,-67,-68,-68,-68,-68,-68,-68,-68,-69,-69,-69,-69,-69,-69,-69,-69,-70,-70,-70,-70,-70,-70,-70,-70,-70,-71,-71,-71,-71,-71,-71,-71,-72,-72,-72,-72,-72,-72,-72,-72,-72,-73,-74,-74,-74,-74,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-77,-77,-77,-78,-78,-78,174.98906,48.025883,4
-46,-50,-54,-57,-57,-58,-58,-59,-59,-59,-60,-60,-60,-61,-61,-61,-61,-63,-63,-63,-63,-63,-63,-63,-63,-64,-65,-65,-65,-66,-66,-66,-66,-66,-66,-66,-67,-67,-67,-68,-68,-68,-68,-68,-68,-69,-69,-69,-69,-69,-69,-69,-69,-69,-70,-70,-70,-70,-70,-70,-70,-70,-70,-71,-71,-71,-71,-72,-72,-73,-73,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-77,-77,-77,-77,174.98906,48.025883,4
-53,-53,-53,-53,-54,-58,-58,-59,-59,-60,-61,-61,-61,-61,-61,-63,-63,-63,-64,-64,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-67,-67,-68,-70,-70,-70,-71,-71,-71,-71,-71,-72,-72,-73,-73,-73,-73,-74,-74,-74,-74,-74,-74,-74,-74,-75,-75,-76,-76,-76,-76,-76,-76,-77,-77,-78,-78,-78,-78,-78,-78,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-80,-81,-81,-82,-82,-82,-82,-82,-82,-82,-82,-83,-83,-83,-83,-83,93.13584,125.5392,4
-52,-52,-53,-53,-53,-58,-58,-59,-59,-59,-60,-60,-60,-60,-60,-61,-61,-61,-62,-62,-63,-63,-63,-63,-63,-64,-64,-65,-65,-66,-67,-68,-69,-70,-70,-71,-71,-71,-71,-71,-71,-71,-71,-72,-72,-72,-73,-73,-73,-73,-74,-74,-74,-74,-74,-74,-75,-75,-75,-76,-76,-76,-76,-76,-76,-77,-77,-77,-78,-78,-78,-78,-78,-78,-78,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-80,-81,-81,-81,-81,-81,-82,-82,93.13584,125.5392,4
-48,-49,-49,-49,-50,-51,-54,-59,-59,-60,-60,-60,-60,-60,-61,-62,-62,-62,-62,-62,-63,-64,-64,-65,-65,-66,-66,-67,-67,-67,-67,-67,-68,-68,-69,-70,-70,-70,-70,-70,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-72,-72,-72,-72,-72,-73,-73,-73,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-76,-76,-77,-77,-77,-78,-78,-78,-78,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-79,-80,-80,-80,-80,-81,-82,-82,-82,-82,93.13584,125.5392,4
-44,-45,-45,-45,-45,-52,-53,-56,-58,-58,-58,-59,-60,-60,-61,-63,-63,-65,-65,-65,-65,-66,-66,-66,-66,-67,-67,-67,-67,-68,-68,-68,-68,-68,-68,-69,-69,-69,-69,-70,-70,-70,-70,-71,-71,-71,-71,-71,-72,-72,-72,-72,-73,-73,-73,-73,-73,-73,-74,-74,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-76,-76,-77,-77,-77,-77,-78,-78,-78,-78,-78,-79,-79,-79,-79,-79,-79,-79,-80,-80,-80,-80,-81,-81,-81,-81,-81,-81,-82,-82,97.892334,123.96844,4
-47,-48,-48,-48,-48,-51,-57,-58,-59,-59,-59,-60,-60,-60,-60,-60,-60,-61,-62,-63,-63,-64,-64,-65,-66,-66,-67,-67,-67,-67,-67,-68,-68,-68,-69,-69,-70,-70,-70,-70,-70,-71,-71,-71,-71,-71,-71,-72,-73,-73,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-78,-78,-78,-78,-78,-79,-79,-79,-79,-79,-79,-79,-79,97.892334,123.96844,4
-48,-48,-48,-48,-49,-50,-52,-57,-58,-59,-60,-61,-61,-61,-61,-62,-62,-62,-63,-63,-63,-64,-64,-64,-65,-65,-65,-66,-66,-67,-67,-67,-68,-69,-70,-70,-70,-70,-70,-70,-70,-71,-71,-71,-71,-72,-72,-72,-72,-72,-72,-72,-73,-73,-73,-73,-74,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-77,-77,-77,-77,-78,-78,-78,-79,-79,-79,-79,-79,-80,-80,-80,97.892334,123.96844,4
-49,-50,-50,-50,-50,-50,-52,-56,-58,-59,-60,-61,-64,-65,-65,-65,-65,-65,-65,-66,-66,-66,-66,-66,-67,-67,-67,-67,-67,-67,-67,-67,-67,-68,-68,-68,-69,-69,-70,-70,-71,-71,-71,-71,-71,-71,-71,-71,-72,-72,-72,-72,-72,-73,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-76,-77,-77,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-78,-79,-79,-79,-79,97.892334,123.96844,4
-51,-52,-52,-52,-52,-52,-55,-56,-56,-59,-59,-60,-60,-60,-60,-61,-61,-61,-61,-62,-62,-62,-62,-62,-63,-64,-64,-64,-65,-65,-65,-65,-65,-66,-66,-66,-66,-67,-67,-67,-67,-67,-67,-67,-68,-68,-69,-70,-71,-71,-71,-72,-72,-72,-72,-72,-72,-72,-73,-73,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-77,-77,-77,-78,-78,-78,-78,-78,-78,-78,-78,-78,97.59085,120.78363,4
-51,-51,-51,-51,-52,-53,-53,-54,-56,-57,-58,-58,-59,-59,-60,-60,-60,-60,-60,-60,-60,-61,-61,-61,-61,-62,-63,-63,-63,-63,-64,-64,-65,-65,-65,-66,-66,-67,-67,-67,-67,-67,-67,-67,-67,-68,-68,-68,-69,-70,-70,-72,-72,-73,-73,-73,-73,-73,-73,-73,-73,-73,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-77,-77,-77,-77,-78,-78,97.59085,120.78363,4
-43,-43,-44,-44,-44,-50,-51,-51,-56,-58,-58,-59,-59,-59,-59,-59,-59,-60,-60,-60,-60,-61,-61,-61,-62,-62,-62,-62,-63,-63,-63,-63,-64,-64,-65,-65,-66,-66,-66,-66,-66,-67,-67,-67,-67,-67,-67,-67,-67,-68,-69,-69,-69,-69,-69,-69,-69,-70,-70,-70,-70,-70,-70,-70,-70,-72,-72,-73,-73,-73,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-77,-77,-77,-78,-78,-78,-78,-78,-78,-78,-78,-78,-79,97.59085,120.78363,4
-50,-50,-50,-50,-50,-50,-56,-56,-56,-58,-59,-59,-59,-59,-60,-60,-61,-61,-61,-61,-61,-61,-62,-62,-62,-62,-62,-63,-63,-63,-64,-64,-65,-65,-66,-66,-66,-66,-66,-66,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-68,-68,-69,-69,-70,-70,-70,-70,-70,-72,-72,-73,-73,-73,-73,-74,-74,-74,-74,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-78,97.59085,120.78363,4
-47,-47,-47,-48,-48,-53,-53,-54,-54,-54,-55,-57,-58,-59,-59,-59,-60,-61,-61,-61,-62,-62,-62,-62,-62,-63,-64,-64,-65,-66,-66,-66,-66,-66,-66,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-68,-68,-68,-68,-68,-69,-69,-70,-70,-70,-70,-70,-70,-71,-71,-72,-72,-72,-73,-73,-73,-73,-73,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,93.499435,121.31947,4
-47,-47,-47,-47,-47,-51,-51,-51,-53,-53,-57,-57,-58,-59,-59,-59,-60,-61,-61,-61,-62,-62,-64,-65,-65,-65,-66,-66,-66,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-68,-68,-68,-68,-68,-68,-68,-68,-69,-69,-69,-70,-70,-70,-70,-71,-71,-71,-72,-72,-72,-72,-73,-73,-73,-73,-73,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-78,-78,-78,-78,-78,-78,-79,-79,93.499435,121.31947,4
-44,-44,-45,-45,-45,-47,-48,-48,-49,-49,-56,-58,-58,-59,-59,-59,-60,-61,-62,-62,-62,-62,-63,-65,-65,-66,-66,-66,-66,-66,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-68,-68,-68,-69,-69,-69,-70,-70,-70,-71,-71,-71,-71,-71,-72,-72,-72,-72,-73,-73,-73,-73,-73,-73,-73,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-77,-77,-78,-78,-78,93.499435,121.31947,4
-44,-44,-45,-45,-45,-52,-52,-53,-53,-53,-56,-59,-59,-59,-59,-60,-60,-61,-61,-61,-61,-62,-63,-63,-63,-65,-66,-66,-66,-66,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-68,-68,-68,-68,-68,-69,-69,-69,-70,-70,-70,-71,-71,-71,-72,-72,-72,-72,-73,-73,-73,-73,-73,-73,-73,-73,-73,-74,-74,-74,-74,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-78,-78,92.067604,117.4214,4
-43,-43,-43,-44,-44,-44,-45,-46,-46,-46,-55,-57,-59,-59,-59,-59,-59,-59,-60,-60,-61,-62,-62,-63,-63,-64,-66,-66,-67,-67,-67,-67,-67,-67,-67,-67,-67,-67,-68,-68,-68,-68,-68,-69,-69,-69,-70,-70,-70,-70,-70,-71,-71,-71,-72,-72,-73,-73,-73,-73,-73,-73,-73,-73,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-78,-78,-78,-78,92.067604,117.4214,4
-45,-45,-45,-46,-46,-48,-49,-49,-50,-50,-51,-55,-55,-59,-59,-59,-59,-59,-60,-61,-61,-63,-63,-63,-65,-66,-66,-67,-67,-67,-67,-67,-68,-68,-68,-68,-69,-69,-69,-69,-69,-70,-70,-70,-70,-70,-70,-71,-71,-71,-71,-71,-71,-72,-72,-72,-73,-73,-73,-73,-73,-73,-73,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-78,-78,-78,-78,-78,92.067604,117.4214,4
-40,-40,-40,-41,-41,-48,-48,-48,-49,-49,-54,-55,-59,-59,-59,-60,-62,-63,-63,-63,-64,-64,-65,-65,-65,-66,-66,-66,-67,-67,-67,-67,-67,-67,-67,-67,-68,-68,-68,-69,-69,-69,-69,-69,-69,-70,-70,-70,-70,-70,-71,-72,-72,-72,-73,-73,-73,-73,-73,-73,-73,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-78,-78,-78,-78,-78,-78,-79,-79,92.067604,117.4214,4
-44,-44,-45,-45,-45,-46,-46,-47,-48,-48,-53,-54,-58,-58,-59,-59,-59,-59,-59,-60,-61,-61,-61,-61,-62,-63,-66,-66,-67,-67,-67,-67,-68,-68,-68,-69,-69,-69,-69,-69,-70,-70,-70,-70,-71,-71,-72,-72,-72,-72,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-78,-78,96.7756,116.19608,4
-47,-47,-47,-47,-47,-52,-52,-52,-53,-53,-55,-58,-59,-59,-59,-60,-60,-62,-62,-63,-63,-63,-65,-65,-65,-65,-65,-65,-65,-66,-66,-66,-66,-67,-67,-68,-68,-68,-69,-69,-69,-70,-70,-70,-70,-70,-71,-71,-72,-72,-72,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-78,-78,-78,-78,-78,-78,-78,-78,96.7756,116.19608,4
-54,-54,-54,-54,-54,-57,-59,-59,-59,-60,-60,-61,-61,-62,-62,-62,-62,-62,-62,-63,-63,-63,-64,-65,-65,-65,-65,-65,-65,-65,-66,-66,-66,-67,-68,-68,-68,-69,-69,-69,-70,-70,-70,-70,-70,-70,-71,-71,-71,-72,-72,-72,-72,-73,-73,-73,-73,-73,-73,-73,-73,-73,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-77,96.7756,116.19608,4
-46,-46,-46,-47,-47,-51,-52,-52,-52,-53,-57,-58,-58,-59,-59,-61,-62,-62,-63,-63,-64,-64,-65,-65,-65,-65,-65,-65,-65,-65,-66,-66,-67,-67,-68,-68,-68,-69,-69,-69,-69,-69,-69,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,-71,-71,-71,-71,-71,-72,-72,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,-74,-74,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-77,-77,-77,-77,-77,-77,-77,96.7756,116.19608,4
-50,-51,-51,-51,-52,-53,-53,-53,-53,-54,-54,-57,-59,-59,-59,-61,-62,-64,-64,-65,-65,-65,-65,-65,-65,-65,-65,-65,-66,-66,-66,-67,-67,-68,-68,-68,-68,-69,-69,-69,-69,-69,-70,-70,-70,-70,-70,-70,-70,-71,-71,-71,-71,-72,-72,-72,-72,-73,-73,-73,-73,-73,-73,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,-77,-77,97.59085,120.78363,4
-55,-55,-55,-55,-56,-56,-56,-56,-56,-56,-56,-59,-59,-59,-61,-62,-64,-64,-64,-64,-64,-64,-65,-65,-65,-65,-65,-65,-65,-65,-65,-65,-66,-66,-66,-67,-68,-68,-68,-69,-69,-69,-69,-69,-70,-70,-70,-70,-70,-70,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,-72,-72,-72,-72,-72,-72,-72,-72,-73,-73,-73,-73,-73,-73,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-76,97.59085,120.78363,4
-51,-52,-57,-57,-58,-58,-58,-58,-59,-59,-60,-60,-60,-61,-61,-61,-62,-62,-62,-62,-62,-62,-63,-63,-63,-63,-64,-64,-65,-65,-65,-65,-65,-65,-65,-66,-66,-66,-67,-67,-67,-67,-67,-67,-68,-68,-69,-69,-69,-69,-69,-70,-70,-70,-70,-70,-70,-71,-71,-71,-71,-71,-72,-72,-72,-72,-73,-73,-73,-73,-73,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,-77,-77,97.59085,120.78363,4
-56,-56,-56,-56,-56,-56,-56,-57,-57,-59,-59,-60,-60,-61,-61,-61,-61,-62,-62,-63,-63,-64,-64,-65,-65,-65,-65,-65,-65,-66,-66,-66,-66,-66,-66,-66,-66,-66,-67,-67,-67,-67,-68,-68,-68,-68,-68,-68,-69,-69,-69,-69,-69,-70,-70,-70,-70,-70,-70,-70,-70,-70,-71,-71,-71,-71,-71,-71,-72,-72,-72,-72,-72,-72,-72,-72,-72,-73,-73,-74,-74,-74,-74,-74,-75,-75,-75,-75,-75,-75,-75,-75,-75,-75,-76,-76,-76,-76,-76,-76,97.59085,120.78363,4
